k,mean_in,mean_out,mean_xtra
0,122.20316,123.01343482432205,122.84915667218301
1,374.7068,374.86894913237956,374.7010015098805
2,582.65515,582.956113011005,582.7885422042028
3,234.15459,234.3431215911475,234.178792987438
k,mean_in,mean_out,mean_xtra
0,582.8078,585.1803500996468,584.8981125876714
1,234.23451,234.303528511481,234.02055815101698
2,122.230225,123.34755948793945,123.06533824546656
3,374.87192,375.2136687682176,374.93388460274764
